action,time,n
add,0.000000,12106
scope,0.000315,12106
content,0.000085,12106
add,0.000000,12107
scope,0.000314,12107
content,0.000086,12107
add,0.000000,12108
scope,0.000327,12108
content,0.000085,12108
add,0.000000,12109
scope,0.000314,12109
content,0.000084,12109
add,0.000001,12110
scope,0.000313,12110
content,0.000085,12110
add,0.000000,12111
scope,0.000314,12111
content,0.000084,12111
add,0.000000,12112
scope,0.000309,12112
content,0.000084,12112
add,0.000000,12113
scope,0.000312,12113
content,0.000085,12113
add,0.000000,12114
scope,0.000311,12114
content,0.000084,12114
add,0.000000,12115
scope,0.000313,12115
content,0.000084,12115
add,0.000000,12116
scope,0.000308,12116
content,0.000086,12116
add,0.000000,12117
scope,0.000309,12117
content,0.000089,12117
add,0.000000,12118
scope,0.000310,12118
content,0.000084,12118
add,0.000000,12119
scope,0.000309,12119
content,0.000088,12119
add,0.000000,12120
scope,0.000309,12120
content,0.000087,12120
add,0.000000,12121
scope,0.000313,12121
content,0.000083,12121
add,0.000000,12122
scope,0.000313,12122
content,0.000086,12122
add,0.000000,12123
scope,0.000316,12123
content,0.000084,12123
add,0.000000,12124
scope,0.000312,12124
content,0.000098,12124
add,0.000000,12125
scope,0.000321,12125
content,0.000086,12125
add,0.000001,12126
scope,0.000331,12126
content,0.000085,12126
add,0.000000,12127
scope,0.000317,12127
content,0.000084,12127
add,0.000000,12128
scope,0.000310,12128
content,0.000085,12128
add,0.000001,12129
scope,0.000311,12129
content,0.000083,12129
add,0.000001,12130
scope,0.000320,12130
content,0.000091,12130
add,0.000000,12131
scope,0.000313,12131
content,0.000084,12131
add,0.000000,12132
scope,0.000314,12132
content,0.000085,12132
add,0.000000,12133
scope,0.000320,12133
content,0.000084,12133
add,0.000000,12134
scope,0.000323,12134
content,0.000086,12134
add,0.000000,12135
scope,0.000312,12135
content,0.000083,12135
add,0.000000,12136
scope,0.000317,12136
content,0.000084,12136
add,0.000001,12137
scope,0.000316,12137
content,0.000083,12137
add,0.000000,12138
scope,0.000313,12138
content,0.000085,12138
add,0.000000,12139
scope,0.000313,12139
content,0.000086,12139
add,0.000000,12140
scope,0.000309,12140
content,0.000086,12140
add,0.000001,12141
scope,0.000315,12141
content,0.000084,12141
add,0.000000,12142
scope,0.000331,12142
content,0.000085,12142
add,0.000000,12143
scope,0.000318,12143
content,0.000084,12143
add,0.000000,12144
scope,0.000317,12144
content,0.000084,12144
add,0.000001,12145
scope,0.000317,12145
content,0.000085,12145
add,0.000000,12146
scope,0.000330,12146
content,0.000084,12146
add,0.000000,12147
scope,0.000313,12147
content,0.000084,12147
add,0.000000,12148
scope,0.000313,12148
content,0.000084,12148
add,0.000000,12149
scope,0.000313,12149
content,0.000084,12149
add,0.000001,12150
scope,0.000330,12150
content,0.000084,12150
add,0.000001,12151
scope,0.000310,12151
content,0.000084,12151
add,0.000000,12152
scope,0.000312,12152
content,0.000085,12152
add,0.000000,12153
scope,0.000315,12153
content,0.000083,12153
add,0.000000,12154
scope,0.000314,12154
content,0.000089,12154
add,0.000000,12155
scope,0.000315,12155
content,0.000092,12155
add,0.000000,12156
scope,0.000333,12156
content,0.000085,12156
add,0.000000,12157
scope,0.000322,12157
content,0.000084,12157
add,0.000000,12158
scope,0.000336,12158
content,0.000084,12158
add,0.000000,12159
scope,0.000312,12159
content,0.000085,12159
add,0.000000,12160
scope,0.000312,12160
content,0.000086,12160
add,0.000000,12161
scope,0.000316,12161
content,0.000083,12161
add,0.000001,12162
scope,0.000318,12162
content,0.000084,12162
add,0.000000,12163
scope,0.000319,12163
content,0.000084,12163
add,0.000000,12164
scope,0.000315,12164
content,0.000087,12164
add,0.000000,12165
scope,0.000321,12165
content,0.000085,12165
add,0.000000,12166
scope,0.000332,12166
content,0.000087,12166
add,0.000000,12167
scope,0.000313,12167
content,0.000083,12167
add,0.000000,12168
scope,0.000315,12168
content,0.000088,12168
add,0.000000,12169
scope,0.000315,12169
content,0.000084,12169
add,0.000000,12170
scope,0.000313,12170
content,0.000088,12170
add,0.000000,12171
scope,0.000314,12171
content,0.000084,12171
add,0.000000,12172
scope,0.000314,12172
content,0.000087,12172
add,0.000000,12173
scope,0.000313,12173
content,0.000098,12173
add,0.000001,12174
scope,0.000321,12174
content,0.000091,12174
add,0.000000,12175
scope,0.000316,12175
content,0.000084,12175
add,0.000000,12176
scope,0.000314,12176
content,0.000090,12176
add,0.000000,12177
scope,0.000323,12177
content,0.000091,12177
add,0.000000,12178
scope,0.000313,12178
content,0.000084,12178
add,0.000001,12179
scope,0.000311,12179
content,0.000086,12179
add,0.000001,12180
scope,0.000313,12180
content,0.000085,12180
add,0.000001,12181
scope,0.000313,12181
content,0.000085,12181
add,0.000000,12182
scope,0.000316,12182
content,0.000083,12182
add,0.000000,12183
scope,0.000313,12183
content,0.000086,12183
add,0.000001,12184
scope,0.000311,12184
content,0.000084,12184
add,0.000000,12185
scope,0.000311,12185
content,0.000085,12185
add,0.000000,12186
scope,0.000317,12186
content,0.000084,12186
add,0.000000,12187
scope,0.000313,12187
content,0.000084,12187
add,0.000000,12188
scope,0.000312,12188
content,0.000086,12188
add,0.000000,12189
scope,0.000320,12189
content,0.000084,12189
add,0.000001,12190
scope,0.000333,12190
content,0.000084,12190
add,0.000001,12191
scope,0.000314,12191
content,0.000085,12191
add,0.000000,12192
scope,0.000321,12192
content,0.000086,12192
add,0.000001,12193
scope,0.000314,12193
content,0.000084,12193
add,0.000000,12194
scope,0.000315,12194
content,0.000085,12194
add,0.000000,12195
scope,0.000308,12195
content,0.000085,12195
add,0.000000,12196
scope,0.000313,12196
content,0.000088,12196
add,0.000000,12197
scope,0.000335,12197
content,0.000086,12197
add,0.000000,12198
scope,0.000321,12198
content,0.000086,12198
add,0.000000,12199
scope,0.000309,12199
content,0.000084,12199
add,0.000000,12200
scope,0.000317,12200
content,0.000084,12200
add,0.000001,12201
scope,0.000311,12201
content,0.000084,12201
add,0.000000,12202
scope,0.000316,12202
content,0.000084,12202
add,0.000000,12203
scope,0.000313,12203
content,0.000085,12203
add,0.000000,12204
scope,0.000322,12204
content,0.000085,12204
add,0.000000,12205
scope,0.000326,12205
content,0.000084,12205
add,0.000000,12206
scope,0.000317,12206
content,0.000087,12206
add,0.000000,12207
scope,0.000316,12207
content,0.000084,12207
add,0.000000,12208
scope,0.000319,12208
content,0.000086,12208
add,0.000000,12209
scope,0.000314,12209
content,0.000086,12209
add,0.000001,12210
scope,0.000318,12210
content,0.000084,12210
add,0.000000,12211
scope,0.000312,12211
content,0.000086,12211
add,0.000000,12212
scope,0.000316,12212
content,0.000085,12212
add,0.000000,12213
scope,0.000327,12213
content,0.000087,12213
add,0.000000,12214
scope,0.000314,12214
content,0.000086,12214
add,0.000000,12215
scope,0.000312,12215
content,0.000085,12215
add,0.000000,12216
scope,0.000319,12216
content,0.000086,12216
add,0.000000,12217
scope,0.000315,12217
content,0.000084,12217
add,0.000000,12218
scope,0.000320,12218
content,0.000084,12218
add,0.000000,12219
scope,0.000314,12219
content,0.000085,12219
add,0.000000,12220
scope,0.000320,12220
content,0.000086,12220
add,0.000000,12221
scope,0.000325,12221
content,0.000087,12221
add,0.000000,12222
scope,0.000338,12222
content,0.000086,12222
add,0.000000,12223
scope,0.000337,12223
content,0.000088,12223
add,0.000000,12224
scope,0.000312,12224
content,0.000084,12224
add,0.000000,12225
scope,0.000311,12225
content,0.000088,12225
add,0.000001,12226
scope,0.000315,12226
content,0.000084,12226
add,0.000000,12227
scope,0.000315,12227
content,0.000089,12227
add,0.000001,12228
scope,0.000318,12228
content,0.000087,12228
add,0.000001,12229
scope,0.000316,12229
content,0.000087,12229
add,0.000000,12230
scope,0.000313,12230
content,0.000084,12230
add,0.000000,12231
scope,0.000313,12231
content,0.000085,12231
add,0.000001,12232
scope,0.000313,12232
content,0.000085,12232
add,0.000000,12233
scope,0.000311,12233
content,0.000085,12233
add,0.000001,12234
scope,0.000318,12234
content,0.000086,12234
add,0.000000,12235
scope,0.000319,12235
content,0.000085,12235
add,0.000000,12236
scope,0.000324,12236
content,0.000086,12236
add,0.000000,12237
scope,0.000329,12237
content,0.000085,12237
add,0.000001,12238
scope,0.000330,12238
content,0.000085,12238
add,0.000001,12239
scope,0.000333,12239
content,0.000085,12239
add,0.000000,12240
scope,0.000335,12240
content,0.000086,12240
add,0.000000,12241
scope,0.000332,12241
content,0.000087,12241
add,0.000000,12242
scope,0.000324,12242
content,0.000085,12242
add,0.000001,12243
scope,0.000323,12243
content,0.000084,12243
add,0.000000,12244
scope,0.000325,12244
content,0.000087,12244
add,0.000000,12245
scope,0.000346,12245
content,0.000084,12245
add,0.000001,12246
scope,0.000325,12246
content,0.000087,12246
add,0.000000,12247
scope,0.000331,12247
content,0.000084,12247
add,0.000000,12248
scope,0.000323,12248
content,0.000088,12248
add,0.000000,12249
scope,0.000335,12249
content,0.000084,12249
add,0.000000,12250
scope,0.000328,12250
content,0.000085,12250
add,0.000000,12251
scope,0.000343,12251
content,0.000084,12251
add,0.000001,12252
scope,0.000330,12252
content,0.000086,12252
add,0.000000,12253
scope,0.000320,12253
content,0.000085,12253
add,0.000001,12254
scope,0.000330,12254
content,0.000085,12254
add,0.000000,12255
scope,0.000336,12255
content,0.000084,12255
add,0.000000,12256
scope,0.000315,12256
content,0.000085,12256
add,0.000001,12257
scope,0.000314,12257
content,0.000085,12257
add,0.000001,12258
scope,0.000312,12258
content,0.000085,12258
add,0.000000,12259
scope,0.000331,12259
content,0.000084,12259
add,0.000000,12260
scope,0.000315,12260
content,0.000089,12260
add,0.000000,12261
scope,0.000312,12261
content,0.000085,12261
add,0.000001,12262
scope,0.000323,12262
content,0.000085,12262
add,0.000000,12263
scope,0.000317,12263
content,0.000086,12263
add,0.000000,12264
scope,0.000321,12264
content,0.000087,12264
add,0.000000,12265
scope,0.000318,12265
content,0.000085,12265
add,0.000000,12266
scope,0.000320,12266
content,0.000100,12266
add,0.000000,12267
scope,0.000318,12267
content,0.000087,12267
add,0.000000,12268
scope,0.000318,12268
content,0.000085,12268
add,0.000001,12269
scope,0.000319,12269
content,0.000085,12269
add,0.000000,12270
scope,0.000326,12270
content,0.000085,12270
add,0.000001,12271
scope,0.000317,12271
content,0.000085,12271
add,0.000000,12272
scope,0.000318,12272
content,0.000086,12272
add,0.000000,12273
scope,0.000312,12273
content,0.000085,12273
add,0.000001,12274
scope,0.000315,12274
content,0.000085,12274
add,0.000000,12275
scope,0.000318,12275
content,0.000084,12275
add,0.000001,12276
scope,0.000320,12276
content,0.000085,12276
add,0.000000,12277
scope,0.000315,12277
content,0.000084,12277
add,0.000001,12278
scope,0.000322,12278
content,0.000087,12278
add,0.000001,12279
scope,0.000316,12279
content,0.000085,12279
add,0.000001,12280
scope,0.000315,12280
content,0.000085,12280
add,0.000000,12281
scope,0.000314,12281
content,0.000086,12281
add,0.000000,12282
scope,0.000332,12282
content,0.000087,12282
add,0.000001,12283
scope,0.000319,12283
content,0.000084,12283
add,0.000000,12284
scope,0.000320,12284
content,0.000085,12284
add,0.000001,12285
scope,0.000336,12285
content,0.000087,12285
add,0.000000,12286
scope,0.000347,12286
content,0.000086,12286
add,0.000000,12287
scope,0.000332,12287
content,0.000084,12287
add,0.000000,12288
scope,0.000331,12288
content,0.000086,12288
add,0.000000,12289
scope,0.000328,12289
content,0.000085,12289
add,0.000000,12290
scope,0.000346,12290
content,0.000085,12290
add,0.000000,12291
scope,0.000328,12291
content,0.000085,12291
add,0.000000,12292
scope,0.000326,12292
content,0.000086,12292
add,0.000000,12293
scope,0.000332,12293
content,0.000084,12293
add,0.000000,12294
scope,0.000325,12294
content,0.000086,12294
add,0.000000,12295
scope,0.000330,12295
content,0.000084,12295
add,0.000001,12296
scope,0.000326,12296
content,0.000084,12296
add,0.000000,12297
scope,0.000351,12297
content,0.000085,12297
add,0.000000,12298
scope,0.000338,12298
content,0.000085,12298
add,0.000000,12299
scope,0.000336,12299
content,0.000085,12299
add,0.000000,12300
scope,0.000333,12300
content,0.000086,12300
add,0.000000,12301
scope,0.000334,12301
content,0.000086,12301
add,0.000000,12302
scope,0.000335,12302
content,0.000085,12302
add,0.000000,12303
scope,0.000330,12303
content,0.000087,12303
add,0.000001,12304
scope,0.000325,12304
content,0.000085,12304
add,0.000000,12305
scope,0.000331,12305
content,0.000085,12305
add,0.000000,12306
scope,0.000328,12306
content,0.000086,12306
add,0.000000,12307
scope,0.000331,12307
content,0.000087,12307
add,0.000000,12308
scope,0.000324,12308
content,0.000084,12308
add,0.000000,12309
scope,0.000330,12309
content,0.000091,12309
add,0.000001,12310
scope,0.000330,12310
content,0.000086,12310
add,0.000000,12311
scope,0.000337,12311
content,0.000091,12311
add,0.000000,12312
scope,0.000341,12312
content,0.000089,12312
add,0.000000,12313
scope,0.000332,12313
content,0.000085,12313
add,0.000000,12314
scope,0.000336,12314
content,0.000085,12314
add,0.000001,12315
scope,0.000334,12315
content,0.000084,12315
add,0.000000,12316
scope,0.000333,12316
content,0.000085,12316
add,0.000000,12317
scope,0.000325,12317
content,0.000084,12317
add,0.000000,12318
scope,0.000325,12318
content,0.000085,12318
add,0.000000,12319
scope,0.000333,12319
content,0.000084,12319
add,0.000000,12320
scope,0.000313,12320
content,0.000086,12320
add,0.000000,12321
scope,0.000321,12321
content,0.000085,12321
add,0.000000,12322
scope,0.000318,12322
content,0.000087,12322
add,0.000000,12323
scope,0.000322,12323
content,0.000085,12323
add,0.000000,12324
scope,0.000319,12324
content,0.000091,12324
add,0.000000,12325
scope,0.000323,12325
content,0.000085,12325
add,0.000000,12326
scope,0.000322,12326
content,0.000087,12326
add,0.000000,12327
scope,0.000335,12327
content,0.000085,12327
add,0.000000,12328
scope,0.000317,12328
content,0.000085,12328
add,0.000000,12329
scope,0.000323,12329
content,0.000085,12329
add,0.000001,12330
scope,0.000322,12330
content,0.000084,12330
add,0.000000,12331
scope,0.000315,12331
content,0.000086,12331
add,0.000000,12332
scope,0.000316,12332
content,0.000086,12332
add,0.000000,12333
scope,0.000337,12333
content,0.000086,12333
add,0.000001,12334
scope,0.000320,12334
content,0.000086,12334
add,0.000000,12335
scope,0.000334,12335
content,0.000083,12335
add,0.000000,12336
scope,0.000317,12336
content,0.000088,12336
add,0.000000,12337
scope,0.000314,12337
content,0.000087,12337
add,0.000000,12338
scope,0.000317,12338
content,0.000087,12338
add,0.000000,12339
scope,0.000310,12339
content,0.000088,12339
add,0.000000,12340
scope,0.000316,12340
content,0.000085,12340
add,0.000001,12341
scope,0.000316,12341
content,0.000085,12341
add,0.000000,12342
scope,0.000317,12342
content,0.000097,12342
add,0.000000,12343
scope,0.000317,12343
content,0.000084,12343
add,0.000000,12344
scope,0.000315,12344
content,0.000085,12344
add,0.000000,12345
scope,0.000313,12345
content,0.000086,12345
add,0.000000,12346
scope,0.000318,12346
content,0.000085,12346
add,0.000000,12347
scope,0.000316,12347
content,0.000085,12347
add,0.000001,12348
scope,0.000329,12348
content,0.000085,12348
add,0.000000,12349
scope,0.000331,12349
content,0.000085,12349
add,0.000000,12350
scope,0.000326,12350
content,0.000085,12350
add,0.000000,12351
scope,0.000324,12351
content,0.000085,12351
add,0.000000,12352
scope,0.000318,12352
content,0.000085,12352
add,0.000000,12353
scope,0.000315,12353
content,0.000089,12353
add,0.000000,12354
scope,0.000316,12354
content,0.000085,12354
add,0.000000,12355
scope,0.000319,12355
content,0.000090,12355
add,0.000000,12356
scope,0.000322,12356
content,0.000085,12356
add,0.000000,12357
scope,0.000321,12357
content,0.000086,12357
add,0.000000,12358
scope,0.000338,12358
content,0.000085,12358
add,0.000000,12359
scope,0.000317,12359
content,0.000087,12359
add,0.000000,12360
scope,0.000321,12360
content,0.000086,12360
add,0.000000,12361
scope,0.000319,12361
content,0.000085,12361
add,0.000001,12362
scope,0.000323,12362
content,0.000086,12362
add,0.000000,12363
scope,0.000323,12363
content,0.000086,12363
add,0.000000,12364
scope,0.000320,12364
content,0.000085,12364
add,0.000001,12365
scope,0.000320,12365
content,0.000086,12365
add,0.000000,12366
scope,0.000335,12366
content,0.000085,12366
add,0.000001,12367
scope,0.000323,12367
content,0.000086,12367
add,0.000000,12368
scope,0.000317,12368
content,0.000085,12368
add,0.000000,12369
scope,0.000313,12369
content,0.000087,12369
add,0.000000,12370
scope,0.000317,12370
content,0.000086,12370
add,0.000000,12371
scope,0.000320,12371
content,0.000085,12371
add,0.000001,12372
scope,0.000318,12372
content,0.000088,12372
add,0.000000,12373
scope,0.000322,12373
content,0.000091,12373
add,0.000000,12374
scope,0.000320,12374
content,0.000089,12374
add,0.000001,12375
scope,0.000326,12375
content,0.000086,12375
add,0.000000,12376
scope,0.000322,12376
content,0.000086,12376
add,0.000001,12377
scope,0.000334,12377
content,0.000091,12377
add,0.000000,12378
scope,0.000321,12378
content,0.000087,12378
add,0.000001,12379
scope,0.000318,12379
content,0.000089,12379
add,0.000000,12380
scope,0.000334,12380
content,0.000087,12380
add,0.000000,12381
scope,0.000358,12381
content,0.000087,12381
add,0.000001,12382
scope,0.000333,12382
content,0.000090,12382
add,0.000000,12383
scope,0.000319,12383
content,0.000086,12383
add,0.000000,12384
scope,0.000320,12384
content,0.000087,12384
add,0.000001,12385
scope,0.000319,12385
content,0.000086,12385
add,0.000000,12386
scope,0.000320,12386
content,0.000088,12386
add,0.000000,12387
scope,0.000318,12387
content,0.000085,12387
add,0.000000,12388
scope,0.000319,12388
content,0.000085,12388
add,0.000001,12389
scope,0.000334,12389
content,0.000087,12389
add,0.000000,12390
scope,0.000330,12390
content,0.000086,12390
add,0.000000,12391
scope,0.000320,12391
content,0.000088,12391
add,0.000000,12392
scope,0.000322,12392
content,0.000087,12392
add,0.000000,12393
scope,0.000319,12393
content,0.000085,12393
add,0.000001,12394
scope,0.000321,12394
content,0.000086,12394
add,0.000000,12395
scope,0.000320,12395
content,0.000085,12395
add,0.000001,12396
scope,0.000326,12396
content,0.000102,12396
add,0.000001,12397
scope,0.000321,12397
content,0.000087,12397
add,0.000000,12398
scope,0.000325,12398
content,0.000090,12398
add,0.000000,12399
scope,0.000321,12399
content,0.000085,12399
add,0.000001,12400
scope,0.000323,12400
content,0.000088,12400
add,0.000000,12401
scope,0.000325,12401
content,0.000085,12401
add,0.000000,12402
scope,0.000323,12402
content,0.000086,12402
add,0.000000,12403
scope,0.000319,12403
content,0.000085,12403
add,0.000000,12404
scope,0.000321,12404
content,0.000087,12404
add,0.000000,12405
scope,0.000328,12405
content,0.000085,12405
add,0.000000,12406
scope,0.000323,12406
content,0.000087,12406
add,0.000001,12407
scope,0.000317,12407
content,0.000085,12407
add,0.000001,12408
scope,0.000326,12408
content,0.000086,12408
add,0.000000,12409
scope,0.000318,12409
content,0.000092,12409
add,0.000001,12410
scope,0.000332,12410
content,0.000086,12410
add,0.000001,12411
scope,0.000320,12411
content,0.000092,12411
add,0.000000,12412
scope,0.000330,12412
content,0.000087,12412
add,0.000000,12413
scope,0.000324,12413
content,0.000101,12413
add,0.000001,12414
scope,0.000336,12414
content,0.000096,12414
add,0.000000,12415
scope,0.000334,12415
content,0.000085,12415
add,0.000001,12416
scope,0.000321,12416
content,0.000087,12416
add,0.000001,12417
scope,0.000320,12417
content,0.000086,12417
add,0.000001,12418
scope,0.000317,12418
content,0.000086,12418
add,0.000000,12419
scope,0.000319,12419
content,0.000101,12419
add,0.000001,12420
scope,0.000320,12420
content,0.000087,12420
add,0.000000,12421
scope,0.000318,12421
content,0.000086,12421
add,0.000000,12422
scope,0.000324,12422
content,0.000085,12422
add,0.000001,12423
scope,0.000322,12423
content,0.000087,12423
add,0.000000,12424
scope,0.000318,12424
content,0.000086,12424
add,0.000000,12425
scope,0.000321,12425
content,0.000089,12425
add,0.000000,12426
scope,0.000320,12426
content,0.000089,12426
add,0.000000,12427
scope,0.000319,12427
content,0.000087,12427
add,0.000001,12428
scope,0.000324,12428
content,0.000086,12428
add,0.000001,12429
scope,0.000324,12429
content,0.000086,12429
add,0.000000,12430
scope,0.000321,12430
content,0.000086,12430
add,0.000000,12431
scope,0.000327,12431
content,0.000086,12431
add,0.000000,12432
scope,0.000326,12432
content,0.000087,12432
add,0.000001,12433
scope,0.000325,12433
content,0.000086,12433
add,0.000000,12434
scope,0.000321,12434
content,0.000089,12434
add,0.000000,12435
scope,0.000334,12435
content,0.000086,12435
add,0.000000,12436
scope,0.000328,12436
content,0.000086,12436
add,0.000001,12437
scope,0.000323,12437
content,0.000087,12437
add,0.000000,12438
scope,0.000320,12438
content,0.000085,12438
add,0.000001,12439
scope,0.000319,12439
content,0.000085,12439
add,0.000000,12440
scope,0.000320,12440
content,0.000087,12440
add,0.000000,12441
scope,0.000318,12441
content,0.000085,12441
add,0.000000,12442
scope,0.000320,12442
content,0.000086,12442
add,0.000000,12443
scope,0.000337,12443
content,0.000087,12443
add,0.000000,12444
scope,0.000351,12444
content,0.000086,12444
add,0.000000,12445
scope,0.000340,12445
content,0.000130,12445
add,0.000000,12446
scope,0.000344,12446
content,0.000128,12446
add,0.000000,12447
scope,0.000336,12447
content,0.000132,12447
add,0.000000,12448
scope,0.000334,12448
content,0.000131,12448
add,0.000000,12449
scope,0.000343,12449
content,0.000143,12449
add,0.000000,12450
scope,0.000341,12450
content,0.000121,12450
add,0.000000,12451
scope,0.000344,12451
content,0.000123,12451
add,0.000000,12452
scope,0.000332,12452
content,0.000125,12452
add,0.000000,12453
scope,0.000338,12453
content,0.000123,12453
add,0.000001,12454
scope,0.000342,12454
content,0.000132,12454
add,0.000000,12455
scope,0.000340,12455
content,0.000125,12455
add,0.000000,12456
scope,0.000348,12456
content,0.000126,12456
add,0.000001,12457
scope,0.000339,12457
content,0.000131,12457
add,0.000000,12458
scope,0.000338,12458
content,0.000129,12458
add,0.000000,12459
scope,0.000344,12459
content,0.000123,12459
add,0.000000,12460
scope,0.000335,12460
content,0.000123,12460
add,0.000000,12461
scope,0.000340,12461
content,0.000127,12461
add,0.000000,12462
scope,0.000335,12462
content,0.000124,12462
add,0.000000,12463
scope,0.000350,12463
content,0.000123,12463
add,0.000000,12464
scope,0.000341,12464
content,0.000125,12464
add,0.000000,12465
scope,0.000331,12465
content,0.000124,12465
add,0.000000,12466
scope,0.000340,12466
content,0.000122,12466
add,0.000000,12467
scope,0.000339,12467
content,0.000128,12467
add,0.000000,12468
scope,0.000338,12468
content,0.000126,12468
add,0.000001,12469
scope,0.000336,12469
content,0.000143,12469
add,0.000000,12470
scope,0.000335,12470
content,0.000125,12470
add,0.000000,12471
scope,0.000340,12471
content,0.000126,12471
add,0.000000,12472
scope,0.000345,12472
content,0.000085,12472
add,0.000001,12473
scope,0.000335,12473
content,0.000086,12473
add,0.000000,12474
scope,0.000318,12474
content,0.000091,12474
add,0.000000,12475
scope,0.000324,12475
content,0.000086,12475
add,0.000000,12476
scope,0.000319,12476
content,0.000089,12476
add,0.000000,12477
scope,0.000345,12477
content,0.000085,12477
add,0.000000,12478
scope,0.000318,12478
content,0.000087,12478
add,0.000000,12479
scope,0.000319,12479
content,0.000087,12479
add,0.000001,12480
scope,0.000321,12480
content,0.000085,12480
add,0.000000,12481
scope,0.000317,12481
content,0.000086,12481
add,0.000001,12482
scope,0.000320,12482
content,0.000093,12482
add,0.000000,12483
scope,0.000317,12483
content,0.000086,12483
add,0.000000,12484
scope,0.000320,12484
content,0.000090,12484
add,0.000001,12485
scope,0.000328,12485
content,0.000088,12485
add,0.000000,12486
scope,0.000326,12486
content,0.000087,12486
add,0.000001,12487
scope,0.000317,12487
content,0.000085,12487
add,0.000000,12488
scope,0.000323,12488
content,0.000086,12488
add,0.000000,12489
scope,0.000321,12489
content,0.000088,12489
add,0.000000,12490
scope,0.000325,12490
content,0.000085,12490
add,0.000001,12491
scope,0.000322,12491
content,0.000086,12491
add,0.000000,12492
scope,0.000340,12492
content,0.000087,12492
add,0.000000,12493
scope,0.000335,12493
content,0.000086,12493
add,0.000000,12494
scope,0.000332,12494
content,0.000087,12494
add,0.000000,12495
scope,0.000330,12495
content,0.000086,12495
add,0.000000,12496
scope,0.000334,12496
content,0.000086,12496
add,0.000001,12497
scope,0.000336,12497
content,0.000087,12497
add,0.000000,12498
scope,0.000333,12498
content,0.000086,12498
add,0.000001,12499
scope,0.000340,12499
content,0.000087,12499
add,0.000000,12500
scope,0.000340,12500
content,0.000088,12500
add,0.000000,12501
scope,0.000337,12501
content,0.000086,12501
add,0.000000,12502
scope,0.000335,12502
content,0.000087,12502
add,0.000001,12503
scope,0.000321,12503
content,0.000087,12503
add,0.000000,12504
scope,0.000331,12504
content,0.000087,12504
add,0.000000,12505
scope,0.000331,12505
content,0.000085,12505
add,0.000000,12506
scope,0.000324,12506
content,0.000088,12506
add,0.000001,12507
scope,0.000342,12507
content,0.000086,12507
add,0.000000,12508
scope,0.000319,12508
content,0.000087,12508
add,0.000000,12509
scope,0.000322,12509
content,0.000087,12509
add,0.000001,12510
scope,0.000322,12510
content,0.000092,12510
add,0.000000,12511
scope,0.000324,12511
content,0.000086,12511
add,0.000000,12512
scope,0.000317,12512
content,0.000087,12512
add,0.000000,12513
scope,0.000318,12513
content,0.000087,12513
add,0.000000,12514
scope,0.000318,12514
content,0.000100,12514
add,0.000000,12515
scope,0.000319,12515
content,0.000087,12515
add,0.000000,12516
scope,0.000319,12516
content,0.000091,12516
add,0.000000,12517
scope,0.000320,12517
content,0.000086,12517
add,0.000001,12518
scope,0.000326,12518
content,0.000086,12518
add,0.000001,12519
scope,0.000325,12519
content,0.000086,12519
add,0.000000,12520
scope,0.000327,12520
content,0.000086,12520
add,0.000000,12521
scope,0.000323,12521
content,0.000089,12521
add,0.000001,12522
scope,0.000336,12522
content,0.000088,12522
add,0.000000,12523
scope,0.000328,12523
content,0.000086,12523
add,0.000000,12524
scope,0.000332,12524
content,0.000088,12524
add,0.000000,12525
scope,0.000322,12525
content,0.000088,12525
add,0.000001,12526
scope,0.000329,12526
content,0.000087,12526
add,0.000001,12527
scope,0.000326,12527
content,0.000090,12527
add,0.000000,12528
scope,0.000328,12528
content,0.000088,12528
add,0.000000,12529
scope,0.000328,12529
content,0.000088,12529
add,0.000001,12530
scope,0.000339,12530
content,0.000092,12530
add,0.000000,12531
scope,0.000323,12531
content,0.000091,12531
add,0.000001,12532
scope,0.000324,12532
content,0.000093,12532
add,0.000000,12533
scope,0.000330,12533
content,0.000096,12533
add,0.000001,12534
scope,0.000333,12534
content,0.000089,12534
add,0.000001,12535
scope,0.000326,12535
content,0.000087,12535
add,0.000000,12536
scope,0.000328,12536
content,0.000087,12536
add,0.000001,12537
scope,0.000326,12537
content,0.000087,12537
add,0.000000,12538
scope,0.000324,12538
content,0.000087,12538
add,0.000001,12539
scope,0.000329,12539
content,0.000088,12539
add,0.000001,12540
scope,0.000343,12540
content,0.000089,12540
add,0.000000,12541
scope,0.000340,12541
content,0.000087,12541
add,0.000001,12542
scope,0.000337,12542
content,0.000089,12542
add,0.000000,12543
scope,0.000345,12543
content,0.000087,12543
add,0.000001,12544
scope,0.000336,12544
content,0.000087,12544
add,0.000001,12545
scope,0.000349,12545
content,0.000088,12545
add,0.000000,12546
scope,0.000333,12546
content,0.000088,12546
add,0.000000,12547
scope,0.000339,12547
content,0.000087,12547
add,0.000000,12548
scope,0.000334,12548
content,0.000087,12548
add,0.000000,12549
scope,0.000344,12549
content,0.000093,12549
add,0.000000,12550
scope,0.000335,12550
content,0.000086,12550
add,0.000001,12551
scope,0.000321,12551
content,0.000089,12551
add,0.000000,12552
scope,0.000341,12552
content,0.000088,12552
add,0.000001,12553
scope,0.000323,12553
content,0.000087,12553
add,0.000000,12554
scope,0.000335,12554
content,0.000087,12554
add,0.000000,12555
scope,0.000327,12555
content,0.000087,12555
add,0.000001,12556
scope,0.000329,12556
content,0.000087,12556
add,0.000000,12557
